"Observation","SourceFile","NoiseCondition","VOA_dB","Split"
651,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
652,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
653,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
654,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Test"
655,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
656,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
657,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
658,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Test"
659,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
660,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
661,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
662,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
663,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
664,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
665,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
666,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Test"
667,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Test"
668,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
669,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Test"
670,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
671,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",25,"Train"
672,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
673,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Test"
674,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Test"
675,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
676,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
677,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Test"
678,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
679,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
680,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
681,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
682,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
683,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
684,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
685,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Test"
686,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
687,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
688,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
689,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Test"
690,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Test"
691,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Test"
692,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Test"
693,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
694,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
695,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
696,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
697,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Test"
698,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
699,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
700,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
701,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
702,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
703,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
704,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Test"
705,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
706,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Test"
707,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
708,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
709,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
710,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Test"
711,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
712,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
713,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
714,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
715,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
716,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
717,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Test"
718,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Test"
719,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
720,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
721,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",27,"Train"
722,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
723,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Test"
724,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
725,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
726,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Test"
727,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Test"
728,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Test"
729,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
730,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
731,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Test"
732,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
733,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Test"
734,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
735,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
736,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
737,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
738,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
739,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Test"
740,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
741,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Test"
742,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Test"
743,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
744,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Test"
745,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Test"
746,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Test"
747,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
748,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
749,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Test"
750,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
751,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
752,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
753,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
754,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
755,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
756,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Test"
757,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Test"
758,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Test"
759,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
760,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Test"
761,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Test"
762,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Test"
763,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Test"
764,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Test"
765,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Test"
766,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
767,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
768,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Test"
769,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
770,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
771,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",28,"Train"
772,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Test"
773,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
774,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Test"
775,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
776,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
777,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Test"
778,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Test"
779,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Test"
780,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Test"
781,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Test"
782,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
783,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Test"
784,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Test"
785,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
786,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
787,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
788,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
789,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Test"
790,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
791,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
792,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
793,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Test"
794,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
795,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
796,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
797,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
798,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
799,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Test"
800,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Test"
801,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
802,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Test"
803,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
804,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
805,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
806,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
807,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
808,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
809,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
810,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Test"
811,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
812,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
813,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
814,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
815,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
816,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
817,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
818,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
819,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
820,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
821,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",29,"Train"
822,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
823,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Test"
824,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
825,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Test"
826,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
827,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
828,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Test"
829,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
830,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Test"
831,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
832,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
833,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Test"
834,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
835,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
836,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
837,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
838,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
839,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
840,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
841,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Test"
842,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
843,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Test"
844,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
845,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
846,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
847,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
848,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
849,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
850,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
851,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Test"
852,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
853,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
854,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Test"
855,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
856,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
857,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Test"
858,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Test"
859,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Test"
860,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
861,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
862,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Test"
863,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
864,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
865,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
866,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
867,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Test"
868,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
869,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Test"
870,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Test"
871,"roadm_3dbm_injected_signal_no_added_fibre_full_sweep.csv","3 dBm",30,"Train"
872,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
873,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
874,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Test"
875,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
876,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Test"
877,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Test"
878,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
879,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
880,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Test"
881,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
882,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Test"
883,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
884,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
885,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Test"
886,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Test"
887,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
888,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
889,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
890,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Test"
891,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
892,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
893,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
894,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
895,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
896,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Test"
897,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
898,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
899,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
900,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
901,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Test"
902,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
903,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
904,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Test"
905,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Test"
906,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
907,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
908,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
909,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
910,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
911,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
912,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
913,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Test"
914,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
915,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
916,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Test"
917,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
918,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
919,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
920,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
921,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
922,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
923,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Test"
924,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Test"
925,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
926,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
927,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
928,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
929,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
930,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
931,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
932,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
933,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Train"
934,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",10,"Test"
935,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",15,"Test"
936,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",15,"Test"
937,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",15,"Test"
938,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",15,"Train"
939,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",15,"Train"
940,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",15,"Train"
941,"roadm_7dbm_injected_signal_no_added_fibre_full_sweep.csv","7 dBm",15,"Train"
